occupation,hisco,STATUS,PRODUCT,RELATION,id,comment,title_hisco,checking_needed,RANK,SECTOR,INDUSTRY,drop,engl_descr
restaurant,51030,Business,,,4600,,Working Proprietor (Restaurateur),0,,C,20,0,
heringsbrater,51050,,,,2267,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
inhaber eines hotelgarni,51020,"Owner, proprietor",,,2442,,Working Proprietor (Guest House),0,,C,20,0,
hotelgarnibesitzer,51020,"Owner, proprietor",,,2442,,Working Proprietor (Guest House),0,,C,20,0,
hotelier,51020,,,,2441,,Working Proprietor (Hotel and Restaurant),0,,C,20,0,
besitzer einer reitbahn,51090,,,,0,,"Other Working Proprietors (Catering, Lodging and Leisure Services)",0,,C,20,0,
inhaber einer chambregarnie,51020,"Owner, proprietor",,,2442,,Working Proprietor (Guest House),0,,C,20,0,
weinwirt,51050,,,,6102,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
bierzapfer,53250,,,,479,,Bartender,0,,C,20,0,
kretschambesitzer,51050,"Owner, proprietor",,,3087,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
kantinenwirt,51050,,,,761,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
volksküche,51020,Business,,,5907,,Working Proprietor (Hotel and Restaurant),0,,C,20,0,
kellner,53230,,,,3433,,"Waiter, Formal Service",0,,C,20,0,
inhaber eines restaurants,51030,"Owner, proprietor",,,4600,,Working Proprietor (Restaurateur),0,,C,20,0,
gasthofbesitzer,51020,"Owner, proprietor",,,1695,,Working Proprietor (Hotel and Restaurant),0,,C,20,0,
gasthofsbesitzer,51020,"Owner, proprietor",,,1695,,Working Proprietor (Hotel and Restaurant),0,,C,20,0,
inhaber einer pension,51040,"Owner, proprietor",,,4143,,Working Proprietor (Guest House),0,,C,20,0,
cafétier,51050,,,,755,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
schankgeschäft,51050,Business,,,236,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
kretschmer,51050,,,,3088,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
tabagist,51050,,,,5521,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
branntweinschänke,51050,Business,,,627,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
ausschank,51050,Business,,,236,,"Working Proprietor (Café, Bar and Snack Bar)",0,,C,20,0,
garnkommissionsgeschäft,42230,"Owner, proprietor",1,,0,,Purchasing Agent,0,,C,3,0,
tuchkommissionsgeschäft,42230,"Owner, proprietor",1,,0,,Purchasing Agent,0,,C,3,0,
speditionsgeschäft,44220,Business,,,5134,,Business Services Salesman (except Advertising),0,,C,3,0,
importgeschäft,42230,"Owner, proprietor",1,,2520,,Purchasing Agent,0,,C,3,0,
importeur,42230,,1,,2520,,Purchasing Agent,0,,C,3,0,
kommissionsgeschäft,42230,Business,,,2945,,Purchasing Agent,0,,C,3,0,
kommissionswarenhändler,42230,,,,2945,,Purchasing Agent,0,,C,3,0,
wollkommissionsgeschäft,42230,Business,1,,0,,Purchasing Agent,1,,C,3,0,
wollkommission,42230,Business,1,,0,,Purchasing Agent,1,,C,3,0,
wollkommissionär,42230,,1,,0,,Purchasing Agent,1,,C,3,0,
lederkommissionsgeschäft,42230,"Owner, proprietor",1,,0,,Purchasing Agent,0,,C,3,0,
verfrachter,44220,,,,5838,,Business Services Salesman (except Advertising),0,,C,3,0,
auswanderungsagent,39490,,,,245,,Other Receptionists and Travel Agency Clerks,0,,C,3,0,
faktor,42220,,,,0,"unclear; can denote a buyer for official or private institutions, or more generally a CEO; coded as Buyer",Buyer,1,,C,3,0,
fabrikfaktor,42220,,,,0,,Buyer,1,,C,3,0,
buchdruckereifaktor,42220,,,,0,,Buyer,0,,C,3,0,
salinenfaktor,42220,,,,0,,Buyer,1,,C,3,0,
spediteur,44220,,,,5134,,Business Services Salesman (except Advertising),0,,C,3,0,
spedition,44220,Business,,,5134,,Business Services Salesman (except Advertising),0,,C,3,0,
musikalienhändler,41030,,1,,3804,,Working Proprietor (Retail Trade),0,,C,4,0,
musikhandlung,41030,Business,1,,3804,,Working Proprietor (Retail Trade),0,,C,4,0,
notenverleiher,41040,,1,,3881,,Working Proprietor (Hiring Out),0,,C,4,0,
inhaber einer buchhandlung,41030,"Owner, proprietor",1,,699,,Working Proprietor (Retail Trade),0,,C,4,0,
zeitungsexpeditor,45240,,1,,6239,,News Vendor,0,,C,4,0,
zeitungshändler,45240,,1,,6243,,News Vendor,0,,C,4,0,
zeitungsverkäufer,45240,,1,,6243,,News Vendor,0,,C,4,0,
briefmarkenhändler,41030,,1,,646,,Working Proprietor (Retail Trade),0,,C,4,0,
postbriefmarkenhändler,41030,,1,,646,,Working Proprietor (Retail Trade),0,,C,4,0,
musikverlag,41030,Business,1,,3806,,Working Proprietor (Retail Trade),0,,C,4,0,
kunstverlagshändler,41030,,1,,3165,coded as Kunstverlag,Working Proprietor (Retail Trade),0,,C,4,0,
verlagshändler,41030,,1,,5848,,Working Proprietor (Retail Trade),0,,C,4,0,
verlagshandlung,41030,Business,1,,5848,,Working Proprietor (Retail Trade),0,,C,4,0,
verleger,41030,,1,,,,Working Proprietor (Retail Trade),0,,C,4,0,
photographieartikelhändler,41030,,1,,,,Working Proprietor (Retail Trade),0,,C,4,0,
antiquar,41030,,1,,136,,Working Proprietor (Retail Trade),0,,C,4,0,
zeitungskolporteur,45240,,1,,6238,,News Vendor,0,,C,4,0,
inhaber eines zeitungsverlags,41030,"Owner, proprietor",1,,6244,,Working Proprietor (Retail Trade),0,,C,4,0,
sortimentshändler,41030,,1,,5121,,Working Proprietor (Retail Trade),0,,C,4,0,
verlagsbuchhändler,41030,,1,,5848,coded as Verlagshändler,Working Proprietor (Retail Trade),0,,C,4,0,
ausstellungsgeschäft,41040,Business,1,,241,,Working Proprietor (Hiring Out),0,,C,4,0,
ölgemäldehändler,41030,,1,,3984,,Working Proprietor (Retail Trade),0,,C,4,0,
ölgemäldehandlung,41030,Business,1,,3984,,Working Proprietor (Retail Trade),0,,C,4,0,
buchhändler,41030,,1,,699,,Working Proprietor (Retail Trade),0,,C,4,0,
buchhändler en gros,41020,,1,,699,,Working Proprietor (Wholesale Trade),0,,C,4,0,
sortimentsbuchhandlung,41030,Business,1,,699,,Working Proprietor (Retail Trade),0,,C,4,0,
theaterbuchhändler,41030,,1,,699,,Working Proprietor (Retail Trade),0,,C,4,0,
photographienhändler,41030,,1,,4213,,Working Proprietor (Retail Trade),0,,C,4,0,
inhaber eines verlags,41030,"Owner, proprietor",1,,5848,,Working Proprietor (Retail Trade),0,,C,4,0,
selbstverlegeexpedition,41030,Business,1,,0,,Working Proprietor (Retail Trade),0,,C,4,0,
verlagsbuchhandlung,41030,Business,1,,5848,coded as Verlagshändler,Working Proprietor (Retail Trade),0,,C,4,0,
journalverleihinstitut,41040,Business,,,2574,,Working Proprietor (Hiring Out),0,,C,4,0,
kunstverlag,41030,"Owner, proprietor",1,,3165,,Working Proprietor (Retail Trade),0,,C,4,0,
kunstverleger,41030,,1,,3165,,Working Proprietor (Retail Trade),0,,C,4,0,
verlag für öldruckbilder,41030,"Owner, proprietor",1,,,,Working Proprietor (Retail Trade),0,,C,4,0,
inhaber einer kunsthandlung,41030,"Owner, proprietor",1,,3147,,Working Proprietor (Retail Trade),0,,C,4,0,
kolporteur,45240,,,,867,http://www.zeno.org/Brockhaus-1911/A/Kolporteur?hl=kolporteur,News Vendor,0,,C,4,0,
instrumentenverleiher,41040,,1,,0,,Working Proprietor (Hiring Out),0,,C,4,0,
inhaber eines musikverlags,41030,"Owner, proprietor",1,,3806,,Working Proprietor (Retail Trade),0,,C,4,0,
inhaber einer leihbibliothek,41040,"Owner, proprietor",1,,3360,,Working Proprietor (Hiring Out),0,,C,4,0,
besitzer einer leihbibliothek,41040,"Owner, proprietor",1,,3360,,Working Proprietor (Hiring Out),0,,C,4,0,
leihbibliotheksbesitzer,41040,"Owner, proprietor",1,,3360,,Working Proprietor (Hiring Out),0,,C,4,0,
leihbibliothek,41040,Business,1,,3360,,Working Proprietor (Hiring Out),0,,C,4,0,
leihbibliothekar,41040,"Owner, proprietor",1,,3360,,Working Proprietor (Hiring Out),0,,C,4,0,
zeitungsträger,45240,,1,,6242,,News Vendor,0,,C,4,0,
inhaber einer verlagsbuchhandlung,41030,"Owner, proprietor",1,,5848,coded as Verlagshändler,Working Proprietor (Retail Trade),0,,C,4,0,
journalexpedition,45240,Business,,,2570,,News Vendor,0,,C,4,0,
journalexpedient,45240,,,,2570,,News Vendor,0,,C,4,0,
zeitungsverlag,41030,Business,1,,6244,,Working Proprietor (Retail Trade),0,,C,4,0,
bücherverleiher,41040,,,,708,,Working Proprietor (Hiring Out),0,,C,4,0,
verleiher,41040,,1,,233,unspecific,Working Proprietor (Hiring Out),0,,C,8,0,
bettverleiher,41040,,1,,0,,Working Proprietor (Hiring Out),0,,C,8,0,
sägenverleiher,41040,,1,,0,,Working Proprietor (Hiring Out),0,,C,8,0,
theaterverleiher,41040,,1,,0,,Working Proprietor (Hiring Out),0,,C,8,0,
tafelverleihinstitut,41040,Business,1,,0,,Working Proprietor (Hiring Out),0,,C,4,0,
inhaber einer musikalienhandlung,41030,"Owner, proprietor",1,,3806,,Working Proprietor (Retail Trade),0,,C,4,0,
bildverleger,41030,,1,,487,,Working Proprietor (Retail Trade),0,,C,4,0,
gemäldehändler,41030,,1,,1749,,Working Proprietor (Retail Trade),0,,C,4,0,
kunsthändler,41030,,1,,3147,,Working Proprietor (Retail Trade),0,,C,4,0,
zeitungsverleger,41030,,1,,6244,,Working Proprietor (Retail Trade),0,,C,4,0,
hornbilderhändler,41030,,1,,2428,,Working Proprietor (Retail Trade),0,,C,4,0,
buch- und musikalienhändler,41030,,1,,699,coded as Buchhändler,Working Proprietor (Retail Trade),0,,C,4,0,
musikalienhandlung,41030,Business,1,,3804,,Working Proprietor (Retail Trade),0,,C,4,0,
kunsthandlung,41030,Business,1,,3147,,Working Proprietor (Retail Trade),0,,C,4,0,
leseinstitut,41040,Business,,,3384,,Working Proprietor (Hiring Out),0,,C,4,0,
verlag,41030,Business,1,,5848,,Working Proprietor (Retail Trade),0,,C,4,0,
buch- und kunsthändler,41030,,1,,699,coded as Buchhändler,Working Proprietor (Retail Trade),0,,C,4,0,
musikalienanstalt,41030,Business,1,,3806,,Working Proprietor (Retail Trade),0,,C,4,0,
musikverleger,41030,,1,,3806,,Working Proprietor (Retail Trade),0,,C,4,0,
zeitungsspediteur,45240,,1,,6241,,News Vendor,0,,C,4,0,
zeitungsspedition,45240,Business,1,,6241,,News Vendor,0,,C,4,0,
zeitungskomtor,45240,Business,1,,0,,News Vendor,0,,C,4,0,
buchhandlung,41030,Business,1,,699,,Working Proprietor (Retail Trade),0,,C,4,0,
lumpensammler,49030,,,,3460,,Waste Collector,0,,C,5,0,
tabulettkrämer,45220,,,,5523,,Street Vendor,0,,C,5,0,
hausierer,45220,,,,2209,,Street Vendor,0,,C,5,0,
umherziehender händler,45220,,,,2129,,Street Vendor,0,,C,5,0,
bankagent,43230,,,,311,,Manufacturers' Agent,,,C,6,0,
mehlhersteller,,,,,3616,,,,,C,6,0,
holzschmuser,42230,,,,2401,,Purchasing Agent,0,,C,6,0,
sensal,43230,,,,5065,"http://www.zeno.org/Adelung-1793/A/Sensal,+der",Manufacturers' Agent,0,,C,6,0,
geldmakler,44140,,,,3494,,Stock Broker,0,,C,6,0,
vorläufer,,,,,5920,,,,,C,6,0,
patentbüro,19920,,,,4123,,Patent Agent,0,,C,6,0,
patentanwalt,19920,,,,4123,,Patent Agent,0,,C,6,0,
schmuser,42230,,,,4881,,Purchasing Agent,0,,C,6,0,
getreidemäkler,43230,,,,1861,,Manufacturers' Agent,0,,C,6,0,
auktionskommissionär,42230,,,,0,,Purchasing Agent,0,,C,6,0,
hausverwalter,44130,,,,2225,,Estate Agent,0,,C,6,1,real estate agent
warenmakler,43230,,,,5939,,Manufacturers' Agent,0,,C,6,0,
holzmakler,43230,,,,0,,Manufacturers' Agent,0,,C,6,0,
unterhändler,44230,,,,5818,,Purchasing Agent,0,,C,6,0,
immobiliengeschäft,44130,Business,,,2091,,Estate Agent,0,,C,6,0,
handelsvermittler,44230,,,,2135,,Purchasing Agent,0,,C,6,0,
kauderer,43230,,,,2775,,Manufacturers' Agent,0,,C,6,0,
wohnungsagent,44130,,,,6174,,Estate Agent,0,,C,6,0,
häuseragent,44130,,,,2090,,Estate Agent,0,,C,6,0,
kalkversteller,,,,,2633,,,,,C,6,0,
agentur- und kommissionsgeschäft,43230,"Owner, proprietor",,,44,,Manufacturers' Agent,0,,C,6,0,
wohnungskommissionär,44130,,,,6175,,Estate Agent,0,,C,6,0,
makler,43230,,,,3494,,Manufacturers' Agent,0,,C,6,0,
beihändler,,,,,381,,,,,C,6,0,
getreidekipperer,43230,,,,1859,,Manufacturers' Agent,0,,C,6,0,
viehkommissionär,42230,,1,,5875,,Purchasing Agent,0,,C,6,0,
viehmakler,42230,,1,,0,,Purchasing Agent,0,,C,6,0,
besitzer des viehmarkts,42230,,1,,0,,Purchasing Agent,0,,C,6,0,
viehkommissionshändler,42230,,1,,5875,,Purchasing Agent,0,,C,6,0,
agent,43230,,,,43,,Manufacturers' Agent,0,,C,6,0,
vermietungskommissionär,42230,,,,5851,,Purchasing Agent,0,,C,6,0,
güterhändler,43230,,,,2021,,Manufacturers' Agent,0,,C,6,0,
unterkäufer,44230,,,,5819,,Purchasing Agent,0,,C,6,0,
kommissionär,42230,,,,2944,,Purchasing Agent,0,,C,6,0,
kommission,42230,Business,,,2944,,Purchasing Agent,0,,C,6,0,
häusermakler,44130,,,,2091,,Estate Agent,0,,C,6,0,
holzkommissionsgeschäft,42230,"Owner, proprietor",1,,2401,,Purchasing Agent,0,,C,6,0,
getreidekommissionsgeschäft,42230,Business,1,,1867,,Purchasing Agent,0,,C,6,0,
hauptagent,43230,,,,,,Manufacturers' Agent,0,,C,6,0,
getreideunterhändler,44230,,,,1867,,Purchasing Agent,0,,C,6,0,
wollagent,43230,,,,,,Manufacturers' Agent,0,,C,6,0,
vizewirt,,,,,5903,,,,,C,6,0,
mäkler,43230,,,,3494,,Manufacturers' Agent,0,,C,6,0,
wechselsensal,44140,,,,6077,,Stock Broker,0,,C,6,0,
handelsagent,43230,,,,2130,,Manufacturers' Agent,0,,C,6,0,
viehkommissionsgeschäft,42230,Business,1,,5875,,Purchasing Agent,0,,C,6,0,
viehkommissionshandlung,42230,Business,1,,5875,,Purchasing Agent,0,,C,6,0,
inhaber eines immobiliengeschäfts,44130,"Owner, proprietor",,,2091,,Estate Agent,0,,C,6,0,
agent für manufakturwaren,43230,,1,,43,,Manufacturers' Agent,1,,C,6,0,
zwischenhändler,43230,,,,6357,,Manufacturers' Agent,0,,C,6,0,
disponent,42230,,,,0,http://www.zeno.org/Meyers-1905/A/Dispon%C3%A9nt?hl=disponent,Purchasing Agent,0,,C,6,0,
gütermakler,43230,,1,,2027,,Manufacturers' Agent,0,,C,6,0,
wollmakler,43230,,1,,,,Manufacturers' Agent,0,,C,6,0,
warensensal,43230,,,,5940,,Manufacturers' Agent,,,C,6,0,
braker,,,,,619,,,,,C,6,0,
güterausschlächter,42220,,,,2008,,Buyer,0,,C,6,0,
warenvertreter,43230,,,,5941,,Manufacturers' Agent,0,,C,6,0,
kälberpraxer,42230,,,,2600,,Purchasing Agent,,,C,6,0,
getreidekögler,43230,,,,1860,,Manufacturers' Agent,0,,C,6,0,
kohlenversandgeschäft,43230,Business,,,2933,,Manufacturers' Agent,0,,C,6,0,
hopfenschmuser,42230,,,,2426,,Purchasing Agent,0,,C,6,0,
vertreter,43230,,,,5941,unclear,Manufacturers' Agent,1,,C,6,0,
güteragent,43230,,,,44,,Manufacturers' Agent,0,,C,6,0,
agenturgeschäft,43230,"Owner, proprietor",,,44,,Manufacturers' Agent,0,,C,6,0,
viehpraxer,42230,,1,,5875,,Purchasing Agent,0,,C,6,0,
packer,97152,,,,4054,,"Packer, Hand or Machine",0,,C,7,1,packer
kommis,45125,,,,0,http://www.zeno.org/Meyers-1905/A/Kommis?hl=kommis,"Salesperson, Wholesale or Retail Trade",1,,C,7,0,
kornmesser,39150,,,,3007,,Weighing Clerk,0,,C,7,0,
messhelfer,39150,Subordinate,,,0,,Weighing Clerk,0,,C,7,0,
bücherrevisor,11020,,,,707,,Auditor,0,,C,7,0,
bankbücherrevisor,11020,,,,707,,Auditor,0,,C,7,0,
heringswraker,97145,,,,2270,,Warehouse Porter,0,,C,7,0,
waagemeister,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
waagenjustierer,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
waagesetzer,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
mühlenwaagesetzer,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
wiegemeister,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
getreidehallenaufseher,58940,,,,1858,,Watchman,0,,C,7,0,
schiffsmesser,39150,,,,4825,,Weighing Clerk,0,,C,7,0,
fruchtmesser,39150,,,,1588,,Weighing Clerk,0,,C,7,0,
verpacker,97152,,,,5853,,"Packer, Hand or Machine",0,,C,7,0,
verpackgeschäft,97152,Business,,,5853,,"Packer, Hand or Machine",0,,C,7,0,
boniteur,44330,,,,592,,Appraiser,0,,C,7,0,
schrannenmesser,39150,,,,4911,,Weighing Clerk,0,,C,7,0,
ackerboniteur,44330,,,,23,,Appraiser,0,,C,7,0,
messer,39150,,,,4825,http://www.zeno.org/Pierer-1857/A/Messer+%5B2%5D?hl=messer,Weighing Clerk,0,,C,7,0,
kalksteinmesser,39150,,,,0,,Weighing Clerk,0,,C,7,0,
mulderer,,,,,3790,,,,,C,7,0,
lader,97145,,,,3205,,Warehouse Porter,0,,C,7,1,hauler
partiesmann,,,,,4116,,,,,C,7,0,
fruchtwäger,39150,,,,1591,,Weighing Clerk,0,,C,7,0,
wäger,39150,,,,5959,,Weighing Clerk,0,,C,7,0,
schauherr,94980,,,,4787,,Quality Inspector,0,,C,7,0,
wraker,97145,,,,6202,,Warehouse Porter,0,,C,7,0,
taxator,44330,,,,5564,http://www.zeno.org/Meyers-1905/A/Taxation,Appraiser,0,,C,7,0,
strandträger,97145,,,,5423,,Warehouse Porter,0,,C,7,0,
spanner,,,,,5126,,,,,C,7,0,
quartiersmann,97120,,,,4459,,Docker,0,,C,7,1,docker
sackzeichner,39190,,,,4695,,Other Stock Clerks,0,,C,7,0,
kornhallenaufseher,58940,,,,3006,,Watchman,0,,C,7,0,
kohlenjumper,97120,,,,2925,,Docker,0,,C,7,0,
getreidewäger,39150,,,,1868,,Weighing Clerk,0,,C,7,0,
kornwäger,39150,,,,3007,,Weighing Clerk,0,,C,7,0,
verpackungsanstalt,97152,Business,,,5853,,"Packer, Hand or Machine",0,,C,7,0,
sackmerker,39190,,,,4693,,Other Stock Clerks,0,,C,7,0,
aufleger,97145,,,,210,,Warehouse Porter,0,,C,7,0,
amtslader,,,,,104,,,,,C,7,0,
fruchthallenaufseher,58940,,,,1586,,Watchman,0,,C,7,0,
stauer,,,,,5299,,,,,C,7,0,
kohlenmesser,39150,,,,2926,,Weighing Clerk,0,,C,7,1,coal meter
markthelfer,45130,,,,3529,http://www.zeno.org/Pierer-1857/A/Markthelfer?hl=markthelfer,Retail Trade Salesperson,0,,C,7,0,
schätzer,44330,,,,4767,,Appraiser,0,,C,7,0,
schürger,,,,,4932,,,,,C,7,0,
möbelpacker,97145,,,,3734,,Warehouse Porter,0,,C,7,0,
auflader,97145,,,,209,,Warehouse Porter,0,,C,7,0,
holzmesser,39150,,,,2391,,Weighing Clerk,0,,C,7,0,
mitterer,,,,,3722,,,,,C,7,0,
viehtreiber,97190,,,,5876,,Other Dockers and Freight Handlers,0,,C,7,0,
ballenbinder,97190,,,,291,,Other Dockers and Freight Handlers,0,,C,7,0,
ratswaagemeister,39150,,,,5936,,Weighing Clerk,0,,C,7,0,
getreidemesser,39150,,,,1862,,Weighing Clerk,0,,C,7,0,
viktualienmesser,39150,,,,5884,,Weighing Clerk,0,,C,7,0,
sackträger,97145,,,,4694,,Warehouse Porter,0,,C,7,0,
fruchtträger,97145,,,,1590,,Warehouse Porter,0,,C,7,0,
großträger,97145,,,,1994,,Warehouse Porter,0,,C,7,0,
taxatrice,44330,,,,5565,,Appraiser,0,,C,7,0,
schrannenwäger,39150,,,,4912,,Weighing Clerk,0,,C,7,0,
güterschreiber,22390,,,,2029,,Other Sales Supervisors,0,,C,7,0,
versetzer,,,,,5856,,,,,C,8,0,
drehwerksverleiher,41040,,1,,1025,,Working Proprietor (Hiring Out),0,,C,8,0,
inhaber einer maskengarderobe,41040,"Owner, proprietor",,,3571,,Working Proprietor (Hiring Out),0,,C,8,0,
maskengarderobebesitzer,41040,"Owner, proprietor",,,3571,,Working Proprietor (Hiring Out),0,,C,8,0,
maskengarderobeinhaber,41040,"Owner, proprietor",,,3571,,Working Proprietor (Hiring Out),0,,C,8,0,
maskengardeobier,41040,"Owner, proprietor",,,3571,,Working Proprietor (Hiring Out),0,,C,8,0,
depotbeamter,39140,,,,0,,Storeroom Clerk,1,,C,8,0,
depotaufseher,39140,,,,0,"assumed to refer to a storeroom clerk, but could also refer to a lower-ranked worker",Storeroom Clerk,1,,C,8,0,
depotwächter,58940,,,,0,,Watchman,0,,C,8,0,
dampfkraftvermieter,41040,,1,,901,,Working Proprietor (Hiring Out),0,,C,8,0,
auskunftsbüro,44220,Business,,,230,,Business Services Salesman (except Advertising),0,,C,8,0,
komtorist,33120,,,,0,http://www.zeno.org/Brockhaus-1911/A/Comptoir,Bookkeeping Clerk,0,,C,8,0,
rückhändler,49020,,,,4676,,Pawnbroker,0,,C,8,0,
inhaber eines sackverleihgeschäft,41040,"Owner, proprietor",1,,4697,,Working Proprietor (Hiring Out),0,,C,8,0,
rückkaufsgeschäft,49020,"Owner, proprietor",,,4677,,Pawnbroker,0,,C,8,0,
rückkaufgeschäft,49020,"Owner, proprietor",,,4677,,Pawnbroker,0,,C,8,0,
vermietungskomtor,19420,Business,,,1849,,Personnel Specialist,0,,C,8,0,
inhaber eines gesindevermittlungskomtors,19420,"Owner, proprietor",,,1849,,Personnel Specialist,0,,C,8,0,
garderobediener,53290,,,,1648,,"Other Waiters, Bartenders and Related Workers",0,,C,8,0,
inhaber einer annoncenexpedition,44230,"Owner, proprietor",,,131,,Advertising Salesman,0,,C,8,0,
pfandleihanstalt,49020,Business,,,4167,,Pawnbroker,0,,C,8,0,
inhaber eines vermittlungskomtors,19420,"Owner, proprietor",,,1849,,Personnel Specialist,0,,C,8,0,
platzierungskomtor,19420,Business,,,1849,,Personnel Specialist,0,,C,8,0,
inhaberin eines damenplatzierkomtors,19420,"Owner, proprietor",,,1849,,Personnel Specialist,0,,C,8,0,
engagementsbüro,19420,Business,,,0,,Personnel Specialist,0,,C,8,0,
maschinenkraftvermieter,41040,,1,,3554,,Working Proprietor (Hiring Out),0,,C,8,0,
stellenvermittelungsanstalt,19420,Business,,,5343,,Personnel Specialist,0,,C,8,0,
adressbüro,44220,Business,,,34,,Business Services Salesman (except Advertising),0,,C,8,0,
quartiersmann,22320,,,,4461,https://de.wikipedia.org/wiki/K%C3%BCper,Sales Supervisor (Wholesale Trade),0,,C,8,1,"stock supervisor, tallyman"
konzipient,44230,,,,871,"unclear, HISCO may be wrong",Advertising Salesman,1,,C,8,0,
versteigerungsanstalt,44320,Business,,,5862,,Auctioneer,0,,C,8,0,
werftvermieter,41040,,1,,6120,,Working Proprietor (Hiring Out),0,,C,8,0,
verleihinstitut,41040,Business,,,233,,Working Proprietor (Hiring Out),0,,C,8,0,
leihinstitut,41040,Business,,,233,,Working Proprietor (Hiring Out),0,,C,8,0,
inseratenbüro,44230,,,,2539,,Advertising Salesman,0,,C,8,0,
maurer- und malerrüstungsleihinstitut,41040,Business,1,,3594,,Working Proprietor (Hiring Out),0,,C,8,0,
rüstungsverleih,41040,Business,1,,3594,,Working Proprietor (Hiring Out),0,,C,8,0,
nachweisbüro,,Business,,,3829,,,,,C,8,0,
garderobeverleiher,41040,,1,,1648,,Working Proprietor (Hiring Out),0,,C,8,0,
garderobenverleiher,41040,,1,,1648,,Working Proprietor (Hiring Out),0,,C,8,0,
klaviervermieter,41040,,1,,2851,,Working Proprietor (Hiring Out),0,,C,8,0,
